,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
431,751,Bentleigh,3/18 Bleazby St,2,u,85,S,hockingstuart,18/03/2017,13.0,3204,2,1,1.0,677,88.0,2012.0,Glen Eira,-37.9173,145.0359,Southern Metropolitan,6795
432,752,Bentleigh,2/1 Corbie St,3,t,104,S,Buxton,18/03/2017,13.0,3204,3,2,2.0,147,149.0,2007.0,Glen Eira,-37.9317,145.0352,Southern Metropolitan,6795
433,753,Bentleigh,77B Fromer St,3,t,182,S,Buxton,18/03/2017,13.0,3204,3,2,2.0,0,160.0,2012.0,Glen Eira,-37.9289,145.0478,Southern Metropolitan,6795
434,755,Bentleigh,5 Luckins Rd,3,h,169,PI,Buxton,18/06/2016,13.0,3204,3,1,2.0,694,125.0,1950.0,Glen Eira,-37.9315,145.0445,Southern Metropolitan,6795
435,757,Bentleigh,13 Wood St,4,h,311,S,hockingstuart,18/06/2016,13.0,3204,4,2,4.0,736,284.0,1950.0,Glen Eira,-37.9224,145.0462,Southern Metropolitan,6795
436,759,Bentleigh,1/7 Uonga Rd,2,u,103,S,hockingstuart,19/11/2016,13.0,3204,2,1,3.0,336,109.0,1960.0,Glen Eira,-37.929,145.0375,Southern Metropolitan,6795
437,762,Bentleigh,81 Fromer St,4,h,219,S,hockingstuart,22/08/2016,13.0,3204,4,2,2.0,611,168.0,1970.0,Glen Eira,-37.9289,145.0481,Southern Metropolitan,6795
438,763,Bentleigh,13 Horsley St,2,h,120,S,Buxton,22/08/2016,13.0,3204,2,1,2.0,274,96.0,1970.0,Glen Eira,-37.9178,145.0413,Southern Metropolitan,6795
439,764,Bentleigh,11 Wilson St,4,h,427,PI,Buxton,22/08/2016,13.0,3204,4,4,2.0,579,361.0,2012.0,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795
440,768,Bentleigh,43 Godfrey St,5,h,309,S,Woodards,25/02/2017,13.0,3204,5,2,2.0,567,250.0,1926.0,Glen Eira,-37.9144,145.0401,Southern Metropolitan,6795
441,770,Bentleigh,20 Wright St,4,h,166,PI,Buxton,25/02/2017,13.0,3204,4,2,2.0,384,766.0,1970.0,Glen Eira,-37.9155,145.0301,Southern Metropolitan,6795
442,772,Bentleigh,1a Werona St,2,t,74,PI,Buxton,26/07/2016,13.0,3204,2,2,1.0,123,90.0,2007.0,Glen Eira,-37.9307,145.0379,Southern Metropolitan,6795
443,773,Bentleigh,40 Coates St,2,t,76,PI,Bayside,27/11/2016,13.0,3204,2,1,1.0,83,107.0,1998.0,Glen Eira,-37.9259,145.0341,Southern Metropolitan,6795
444,774,Bentleigh,8B McKittrick Rd,4,t,198,S,Buxton,27/11/2016,13.0,3204,4,3,3.0,346,220.0,2010.0,Glen Eira,-37.9294,145.041,Southern Metropolitan,6795
445,776,Bentleigh,17 Smith St,6,h,309,S,hockingstuart,27/11/2016,13.0,3204,6,3,2.0,708,275.0,1988.0,Glen Eira,-37.9181,145.04399999999995,Southern Metropolitan,6795
446,777,Bentleigh,21 Bruce St,3,h,239,S,Buxton,28/08/2016,13.0,3204,2,2,2.0,572,150.0,1930.0,Glen Eira,-37.9148,145.0404,Southern Metropolitan,6795
447,778,Bentleigh,72 Daley St,4,h,191,S,hockingstuart,28/08/2016,13.0,3204,3,1,5.0,594,150.0,1940.0,Glen Eira,-37.9206,145.0383,Southern Metropolitan,6795
448,780,Bentleigh,22 Hutchinson St,5,h,211,S,Buxton,28/08/2016,13.0,3204,5,2,2.0,664,178.0,1950.0,Glen Eira,-37.9241,145.048,Southern Metropolitan,6795
449,784,Bentleigh,11 Wilson St,4,h,446,S,Buxton,28/08/2016,13.0,3204,4,4,2.0,579,361.0,2012.0,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795
450,789,Bentleigh East,30 Veronica St,2,h,104,S,Buxton,3/9/2016,13.9,3165,2,2,1.0,176,125.0,2008.0,Glen Eira,-37.9237,145.0763,Southern Metropolitan,10969
451,790,Bentleigh East,2a Bessie St,2,u,89,S,hockingstuart,3/12/2016,13.9,3165,2,1,2.0,281,95.0,2002.0,Glen Eira,-37.9255,145.0796,Southern Metropolitan,10969
452,792,Bentleigh East,19 Denver St,5,h,190,SP,Buxton,3/12/2016,13.9,3165,5,2,2.0,683,190.0,1960.0,Glen Eira,-37.9333,145.0602,Southern Metropolitan,10969
453,797,Bentleigh East,1/41 Elizabeth St,3,u,142,S,Woodards,4/3/2017,13.9,3165,3,2,2.0,384,120.0,1999.0,Glen Eira,-37.9229,145.0557,Southern Metropolitan,10969
454,800,Bentleigh East,2/25 Birdwood St,2,u,41,S,Woodards,4/6/2016,13.9,3165,2,1,1.0,76,79.0,1980.0,Glen Eira,-37.91,145.0842,Southern Metropolitan,10969
455,802,Bentleigh East,24 Brooks St,4,h,179,S,Hodges,4/6/2016,13.9,3165,3,2,2.0,585,178.0,1950.0,Glen Eira,-37.9167,145.0771,Southern Metropolitan,10969
456,803,Bentleigh East,13 Claronga St,3,h,115,S,C21,4/6/2016,13.9,3165,3,1,2.0,565,110.0,1950.0,Glen Eira,-37.9262,145.0808,Southern Metropolitan,10969
457,804,Bentleigh East,17a Edinburgh St,3,t,105,PI,Buxton,4/6/2016,13.9,3165,0,2,2.0,292,141.0,2012.0,Glen Eira,-37.9168,145.069,Southern Metropolitan,10969
458,808,Bentleigh East,34b Lesden St,4,t,177,S,hockingstuart,6/8/2016,13.9,3165,3,3,2.0,291,222.0,2014.0,Glen Eira,-37.9347,145.0546,Southern Metropolitan,10969
459,809,Bentleigh East,59 Tambet St,4,t,168,S,hockingstuart,6/8/2016,13.9,3165,3,2,2.0,321,180.0,2006.0,Glen Eira,-37.914,145.0714,Southern Metropolitan,10969
460,810,Bentleigh East,24 Barrani St,3,h,178,S,Woodards,7/5/2016,13.9,3165,3,2,3.0,730,110.0,1970.0,Glen Eira,-37.9119,145.0705,Southern Metropolitan,10969
461,811,Bentleigh East,71 Bignell Rd,4,h,175,S,hockingstuart,7/5/2016,13.9,3165,4,2,2.0,619,191.0,1960.0,Glen Eira,-37.9358,145.0688,Southern Metropolitan,10969
462,812,Bentleigh East,96 Brady Rd,3,h,147,S,Buxton,7/5/2016,13.9,3165,3,2,2.0,627,140.0,1950.0,Glen Eira,-37.9284,145.0668,Southern Metropolitan,10969
463,813,Bentleigh East,25 Connie St,5,h,128,VB,Woodards,7/5/2016,13.9,3165,5,2,4.0,618,146.0,1950.0,Glen Eira,-37.9209,145.0757,Southern Metropolitan,10969
464,814,Bentleigh East,9/7 Derry St,2,u,19,PI,Buxton,7/5/2016,13.9,3165,3,2,1.0,0,78.0,1970.0,Glen Eira,-37.9212,145.0674,Southern Metropolitan,10969
465,815,Bentleigh East,3/32 Elizabeth St,2,h,78,S,hockingstuart,7/5/2016,13.9,3165,2,1,1.0,169,87.0,1970.0,Glen Eira,-37.9232,145.0537,Southern Metropolitan,10969
466,818,Bentleigh East,38 Northam Rd,3,h,202,S,Buxton,7/5/2016,13.9,3165,3,2,2.0,610,177.0,1970.0,Glen Eira,-37.9231,145.066,Southern Metropolitan,10969
467,820,Bentleigh East,1/6 Richard St,2,u,71,S,Gary,7/5/2016,13.9,3165,2,1,1.0,265,150.0,1960.0,Glen Eira,-37.9223,145.0747,Southern Metropolitan,10969
468,822,Bentleigh East,3 Veronica St,3,h,212,S,Buxton,7/5/2016,13.9,3165,4,2,2.0,590,118.0,1960.0,Glen Eira,-37.9256,145.0757,Southern Metropolitan,10969
469,825,Bentleigh East,4 Tambet St,3,h,156,SP,Buxton,8/10/2016,13.9,3165,3,1,2.0,578,163.0,1955.0,Glen Eira,-37.9186,145.0709,Southern Metropolitan,10969
470,828,Bentleigh East,21 Wards Gr,4,h,177,S,Hodges,8/10/2016,13.9,3165,4,1,1.0,636,138.0,1940.0,Glen Eira,-37.925,145.0612,Southern Metropolitan,10969
471,829,Bentleigh East,2/3 Wonga Ct,2,t,39,S,hockingstuart,8/10/2016,13.9,3165,2,1,1.0,0,75.0,1960.0,Glen Eira,-37.9082,145.0681,Southern Metropolitan,10969
472,832,Bentleigh East,87 Parkmore Rd,4,h,216,S,Buxton,10/9/2016,13.9,3165,4,2,2.0,604,177.0,1970.0,Glen Eira,-37.9153,145.0707,Southern Metropolitan,10969
473,833,Bentleigh East,1A Brian St,4,t,173,S,hockingstuart,10/12/2016,13.9,3165,4,2,2.0,305,207.0,2012.0,Glen Eira,-37.9245,145.0507,Southern Metropolitan,10969
474,834,Bentleigh East,13 Brooks St,4,t,149,S,Woodards,10/12/2016,13.9,3165,4,3,1.0,313,166.0,1960.0,Glen Eira,-37.9164,145.0765,Southern Metropolitan,10969
475,840,Bentleigh East,41 Bradford St,3,h,108,S,Ray,12/11/2016,13.9,3165,3,2,2.0,295,145.0,1998.0,Glen Eira,-37.9239,145.0781,Southern Metropolitan,10969
476,841,Bentleigh East,2/41 Elizabeth St,3,t,111,VB,Buxton,12/11/2016,13.9,3165,3,2,1.0,254,117.0,1995.0,Glen Eira,-37.9227,145.0558,Southern Metropolitan,10969
477,843,Bentleigh East,5b MacKie Rd,3,t,122,S,Buxton,12/11/2016,13.9,3165,3,2,2.0,167,140.0,2009.0,Glen Eira,-37.9219,145.0733,Southern Metropolitan,10969
478,846,Bentleigh East,1/112 Tambet St,2,h,88,S,Woodards,12/11/2016,13.9,3165,2,1,1.0,300,135.0,1960.0,Glen Eira,-37.9099,145.0726,Southern Metropolitan,10969
479,847,Bentleigh East,25 Thornton St,3,h,122,PI,Buxton,12/11/2016,13.9,3165,3,2,2.0,578,120.0,1950.0,Glen Eira,-37.9303,145.0805,Southern Metropolitan,10969
480,849,Bentleigh East,33 Schulz St,4,h,139,S,Ray,13/08/2016,13.9,3165,4,1,2.0,658,112.0,1970.0,Glen Eira,-37.9343,145.0607,Southern Metropolitan,10969
481,850,Bentleigh East,12 Tambet St,2,h,80,PI,Buxton,13/08/2016,13.9,3165,2,1,1.0,591,102.0,1960.0,Glen Eira,-37.9179,145.071,Southern Metropolitan,10969
482,852,Bentleigh East,2/15 Liverpool St,3,t,100,S,hockingstuart,14/05/2016,13.9,3165,3,2,1.0,268,117.0,2000.0,Glen Eira,-37.9196,145.0691,Southern Metropolitan,10969
483,854,Bentleigh East,23 Yarraburn Cl,4,h,156,S,Hodges,14/05/2016,13.9,3165,4,2,1.0,274,190.0,2004.0,Glen Eira,-37.9257,145.0735,Southern Metropolitan,10969
484,857,Bentleigh East,12 Barrani St,3,h,147,S,Woodards,16/04/2016,13.9,3165,3,1,4.0,726,131.0,1950.0,Glen Eira,-37.9117,145.0695,Southern Metropolitan,10969
485,860,Bentleigh East,21 Highview Rd,2,h,84,S,Buxton,16/04/2016,13.9,3165,2,2,1.0,201,79.0,2005.0,Glen Eira,-37.9293,145.0657,Southern Metropolitan,10969
486,861,Bentleigh East,18 Normanby Rd,3,h,124,SP,Buxton,16/04/2016,13.9,3165,3,1,2.0,588,133.0,1960.0,Glen Eira,-37.9286,145.069,Southern Metropolitan,10969
487,862,Bentleigh East,93 Tudor St,3,h,122,S,Buxton,16/04/2016,13.9,3165,3,2,1.0,291,119.0,2000.0,Glen Eira,-37.919,145.0829,Southern Metropolitan,10969
488,863,Bentleigh East,23 York St,4,h,144,PI,First,16/04/2016,13.9,3165,3,1,2.0,610,160.0,1950.0,Glen Eira,-37.9193,145.0691,Southern Metropolitan,10969
489,866,Bentleigh East,7 England St,4,h,204,S,hockingstuart,16/07/2016,13.9,3165,4,2,2.0,618,196.0,1950.0,Glen Eira,-37.9252,145.0562,Southern Metropolitan,10969
490,867,Bentleigh East,11b Lilac St,4,t,138,SP,Woodards,16/07/2016,13.9,3165,4,2,2.0,296,205.0,2006.0,Glen Eira,-37.9197,145.05700000000004,Southern Metropolitan,10969
491,869,Bentleigh East,790 North Rd,5,h,252,S,Buxton,16/07/2016,13.9,3165,4,2,2.0,659,315.0,1930.0,Glen Eira,-37.906,145.0547,Southern Metropolitan,10969
492,870,Bentleigh East,26 Almurta Rd,3,h,175,S,hockingstuart,17/09/2016,13.9,3165,3,1,1.0,721,120.0,1970.0,Glen Eira,-37.9244,145.0665,Southern Metropolitan,10969
493,871,Bentleigh East,1/57 Brooks St,3,h,95,PI,Buxton,17/09/2016,13.9,3165,3,2,2.0,421,126.0,1950.0,Glen Eira,-37.9168,145.0809,Southern Metropolitan,10969
494,872,Bentleigh East,48a Celia St,4,t,185,PI,Buxton,17/09/2016,13.9,3165,4,2,2.0,314,231.0,2010.0,Glen Eira,-37.9299,145.0598,Southern Metropolitan,10969
495,876,Bentleigh East,8 Leo St,4,h,158,S,Buxton,17/09/2016,13.9,3165,4,2,2.0,583,176.0,1960.0,Glen Eira,-37.9262,145.0624,Southern Metropolitan,10969
496,878,Bentleigh East,11 Moylan St,4,h,269,S,Gary,17/09/2016,13.9,3165,4,2,2.0,700,165.0,1950.0,Glen Eira,-37.9117,145.0534,Southern Metropolitan,10969
497,879,Bentleigh East,42 Paloma St,3,u,97,S,Woodards,17/09/2016,13.9,3165,3,3,1.0,391,122.0,1950.0,Glen Eira,-37.9149,145.0788,Southern Metropolitan,10969
498,880,Bentleigh East,601 South Rd,3,h,118,VB,Beller,17/09/2016,13.9,3165,3,1,3.0,780,140.0,1940.0,Glen Eira,-37.9347,145.0507,Southern Metropolitan,10969
499,884,Bentleigh East,2/40 Francesco St,3,t,132,S,Matthew,18/03/2017,13.9,3165,3,2,2.0,267,156.0,2000.0,Glen Eira,-37.9176,145.0566,Southern Metropolitan,10969
